X,Y,School ID,System ID,School Name,System,County,Address,City,zip,phone,Locale,Charter
-83.805733,34.308472,1100,776,GAINESVILLE MIDDLE SCHOOL,GAINESVILLE CITY,HALL COUNTY,1581 COMMUNITY WAY,GAINESVILLE,30501,7705344237,City: Small,No
-84.339378,33.445259,1900,631,LOVEJOY HIGH SCHOOL,CLAYTON COUNTY,CLAYTON COUNTY,1587 MCDONOUGH RD,HAMPTON,30228,7704732920,Suburb: Large,No
-84.340035,33.441704,1910,631,LOVEJOY MIDDLE SCHOOL,CLAYTON COUNTY,CLAYTON COUNTY,1588 LOVEJOY RD,HAMPTON,30228,7704732933,Suburb: Large,No
-81.350128,32.345188,3900,651,EFFINGHAM COUNTY HIGH SCHOOL,EFFINGHAM COUNTY,EFFINGHAM COUNTY,1589 GA HIGHWAY 119 S,SPRINGFIELD,31329,9127546404,Rural: Fringe,No
-84.433617,34.468719,2030,712,JASPER ELEMENTARY SCHOOL,PICKENS COUNTY,PICKENS COUNTY,158 STEGALL DR,JASPER,30143,7062531730,Town: Distant,No
-84.44072,33.987617,1750,633,WALTON HIGH SCHOOL,COBB COUNTY,COBB COUNTY,1590 BILL MURDOCK RD,MARIETTA,30062,7705783225,Suburb: Large,Yes
-84.505615,33.890713,6406,633,HAVEN HAWTHORNE CENTER,COBB COUNTY,COBB COUNTY,1595 HAWTHORNE AVE SE,SMYRNA,30080,6788426943,Suburb: Large,No
-84.505615,33.890713,6406,648,COBB-DOUGLAS PSYCHOEDUCATIONAL PROGRAM,DOUGLAS COUNTY,COBB COUNTY,1595 HAWTHORNE STREET,SMYRNA,30080,7703193751,Suburb: Large,No
-84.505959,34.050942,3910,633,NICHOLSON ELEMENTARY SCHOOL,COBB COUNTY,COBB COUNTY,1599 SHALLOWFORD RD,MARIETTA,30066,7709285573,Suburb: Large,No
-84.255188,33.467461,1070,675,DUTCHTOWN ELEMENTARY SCHOOL,HENRY COUNTY,HENRY COUNTY,159 MITCHELL RD,HAMPTON,30228,7704710844,Suburb: Large,No
-82.85775,31.552134,1950,634,COFFEE COUNTY HIGH SCHOOL,COFFEE COUNTY,COFFEE COUNTY,159 TROJAN WAY,DOUGLAS,31533,9123842094,Rural: Fringe,No
-81.080994,32.023987,3062,625,LOW ELEMENTARY SCHOOL,CHATHAM COUNTY,CHATHAM COUNTY,15 BLUE RIDGE AVE,SAVANNAH,31404,9123956380,City: Midsize,No
-83.103302,33.89024,1980,709,OGLETHORPE COUNTY ELEMENTARY SCHOOL,OGLETHORPE COUNTY,OGLETHORPE COUNTY,15 FAIRGROUND RD,LEXINGTON,30648,7067438750,Rural: Distant,No
-85.306572,34.961861,5052,746,STONE CREEK ELEMENTARY SCHOOL,WALKER COUNTY,WALKER COUNTY,1600 HAPPY VALLEY RD,ROSSVILLE,30741,7068663600,Rural: Fringe,No
-84.028153,33.976799,2890,667,MCKENDREE ELEMENTARY SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,1600 RIVERSIDE PKWY,LAWRENCEVILLE,30043,6783778933,Suburb: Large,No
-83.473511,33.990421,2960,629,BURNEY-HARRIS-LYONS MIDDLE SCHOOL,CLARKE COUNTY,CLARKE COUNTY,1600 TALLASSEE RD,ATHENS,30606,7065487208,Rural: Fringe,No
-84.188309,31.58773,4056,647,MERRY ACRES MIDDLE SCHOOL,DOUGHERTY COUNTY,DOUGHERTY COUNTY,1601 FLORENCE DR,ALBANY,31707,2294313338,City: Small,No
-83.435661,31.154301,1010,637,COOK COUNTY MIDDLE SCHOOL,COOK COUNTY,COOK COUNTY,1601 N ELM ST,SPARKS,31647,2295495999,Rural: Fringe,No
-83.293892,30.84857,6001,792,VALDOSTA EARLY COLLEGE ACADEMY,VALDOSTA CITY,LOWNDES COUNTY,1605 AZALEA DR,VALDOSTA,31602,2293338500,City: Small,No
-84.440185,33.772118,5569,761,WOODSON ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,FULTON COUNTY,1605 DONALD LEE HOLLOWELL PKWY,ATLANTA,30318,4048027350,City: Large,No
-83.32132,30.83762,5050,692,LOWNDES HIGH SCHOOL,LOWNDES COUNTY,LOWNDES COUNTY,1606 NORMAN DR,VALDOSTA,31601,2292452260,City: Small,No
-84.059082,34.078957,1510,667,NORTH GWINNETT MIDDLE SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,160 PEACHTREE INDUSTRIAL BLVD,SUGAR HILL,30518,6787452300,Suburb: Large,No
-84.402161,33.55698,3770,631,RIVERDALE HIGH SCHOOL,CLAYTON COUNTY,CLAYTON COUNTY,160 ROBERTS DR,RIVERDALE,30274,7704732905,Suburb: Large,No
-84.16893,31.555267,5060,647,SOUTHSIDE MIDDLE SCHOOL,DOUGHERTY COUNTY,DOUGHERTY COUNTY,1615 NEWTON RD,ALBANY,31701,2294313351,City: Small,No
-84.092285,34.012936,7050,667,PARSONS ELEMENTARY SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,1615 OLD PEACHTREE RD NW,SUWANEE,30024,6789573050,Suburb: Large,No
-84.176132,34.24223,2030,658,SAWNEE ELEMENTARY SCHOOL,FORSYTH COUNTY,FORSYTH COUNTY,1616 CANTON HWY,CUMMING,30040,7708876161,Suburb: Large,No
-84.302162,33.244202,1870,726,GRIFFIN HIGH SCHOOL,SPALDING COUNTY,SPALDING COUNTY,1617 W POPLAR ST,GRIFFIN,30224,7702293752,Suburb: Large,No
-84.440765,33.751965,5566,761,F. L. STANTON ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,FULTON COUNTY,1625 MARTIN LUTHER KING JR DR,ATLANTA,30314,4048027500,City: Large,No
-84.33754,33.843441,4054,644,CROSS KEYS HIGH SCHOOL,DEKALB COUNTY,DEKALB COUNTY,1626 N DRUID HILLS RD NE,ATLANTA,30319,6788746102,Suburb: Large,No
-83.398361,33.311611,1120,717,PUTNAM COUNTY PRIMARY SCHOOL,PUTNAM COUNTY,PUTNAM COUNTY,162 OLD GLENWOOD SPRINGS RD,EATONTON,31024,7064855141,Town: Distant,No
-84.782631,33.76099,1040,648,NORTH DOUGLAS ELEMENTARY SCHOOL,DOUGLAS COUNTY,DOUGLAS COUNTY,1630 DORRIS RD,DOUGLASVILLE,30134,7706514800,Rural: Fringe,No
-83.477058,34.069065,1090,678,KINGS BRIDGE MIDDLE SCHOOL,JACKSON COUNTY,JACKSON COUNTY,1630 NEW KINGS BRIDGE RD,ATHENS,30607,7062083552,Rural: Fringe,No
-84.320549,33.829578,5100,644,MARGARET HARRIS COMPREHENSIVE SCHOOL,DEKALB COUNTY,DEKALB COUNTY,1634 KNOB HILL DR NE,ATLANTA,30329,6788747002,Suburb: Large,No
-85.250572,34.963726,3050,623,CLOUD SPRINGS ELEMENTARY SCHOOL,CATOOSA COUNTY,CATOOSA COUNTY,163 FERNWOOD DR,ROSSVILLE,30741,7068666640,Suburb: Large,No
-83.708733,33.990521,2052,607,WINDER-BARROW MIDDLE SCHOOL,BARROW COUNTY,BARROW COUNTY,163 KING ST,WINDER,30680,7708672116,Town: Fringe,No
-83.447739,33.593807,1910,704,MORGAN COUNTY ELEMENTARY SCHOOL,MORGAN COUNTY,MORGAN COUNTY,1640 OLD BUCKHEAD RD,MADISON,30650,7063425039,Rural: Fringe,Yes
-83.619415,32.866928,2860,611,NORTHEAST HIGH SCHOOL,BIBB COUNTY,BIBB COUNTY,1646 UPPER RIVER RD,MACON,31211,4787794157,City: Small,No
-85.093262,34.31105,2030,657,MODEL MIDDLE SCHOOL,FLOYD COUNTY,FLOYD COUNTY,164 BARRON RD NE,ROME,30161,7062908150,Rural: Fringe,No
-84.476891,33.37952,1030,656,SARA HARP MINTER ELEMENTARY SCHOOL,FAYETTE COUNTY,FAYETTE COUNTY,1650 HIGHWAY 85 S,FAYETTEVILLE,30215,7707163910,Rural: Fringe,No
-85.016663,34.869862,1750,755,NORTHWEST WHITFIELD COUNTY HIGH SCHOOL,WHITFIELD COUNTY,WHITFIELD COUNTY,1651 TUNNEL HILL VARNELL RD,TUNNEL HILL,30755,7066736533,Rural: Fringe,No
-84.852722,34.243587,6101,608,STARS PRESCHOOL CENTER,BARTOW COUNTY,BARTOW COUNTY,1653 CASSVILLE RD NW,CARTERSVILLE,30121,7706065800,Town: Distant,No
-84.441147,33.730881,2057,761,CONNALLY ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,FULTON COUNTY,1654 S ALVARADO TER SW,ATLANTA,30311,4048028450,City: Large,No
-85.245048,33.767464,3050,671,HARALSON COUNTY HIGH SCHOOL,HARALSON COUNTY,HARALSON COUNTY,1655 GEORGIA HIGHWAY 120,TALLAPOOSA,30176,7705747647,Rural: Distant,No
-84.024223,33.402329,4070,675,NEW HOPE ELEMENTARY,HENRY COUNTY,HENRY COUNTY,1655 NEW HOPE RD,LOCUST GROVE,30248,7708987362,Rural: Fringe,No
-81.355041,32.345009,2900,651,EFFINGHAM COUNTY MIDDLE SCHOOL,EFFINGHAM COUNTY,EFFINGHAM COUNTY,1659 GA HIGHWAY 119 S,GUYTON,31312,9127727001,Rural: Fringe,No
-83.951416,34.876415,1030,744,UNION COUNTY ELEMENTARY SCHOOL,UNION COUNTY,UNION COUNTY,165 ELEMENTARY WAY,BLAIRSVILLE,30512,7067459615,Rural: Remote,No
-84.320061,33.914478,2880,644,KITTREDGE MAGNET SCHOOL,DEKALB COUNTY,DEKALB COUNTY,1663 E NANCY CREEK DR NE,ATLANTA,30319,6788746602,Suburb: Large,No
-84.952904,33.8386,4100,710,CARL SCOGGINS SR. MIDDLE SCHOOL,PAULDING COUNTY,PAULDING COUNTY,1663 MULBERRY ROCK RD,DALLAS,30157,7704564188,Rural: Fringe,No
-84.157021,33.429371,4050,675,HENRY COUNTY MIDDLE SCHOOL,HENRY COUNTY,HENRY COUNTY,166 HOLLY SMITH DR,MCDONOUGH,30253,7709573945,Suburb: Large,No
-84.388168,33.709408,2880,761,PRICE MIDDLE SCHOOL,ATLANTA PUBLIC SCHOOLS,FULTON COUNTY,1670 BENJAMIN WELDON BICKERS,ATLANTA,30315,4048026300,City: Large,No
-85.221367,34.019047,5050,715,CEDARTOWN HIGH SCHOOL,POLK COUNTY,POLK COUNTY,167 FRANK LOTT DR,CEDARTOWN,30125,7707480490,Town: Distant,No
-83.212662,32.210846,2910,645,NORTH DODGE ELEMENTARY SCHOOL,DODGE COUNTY,DODGE COUNTY,167 ORPHANS CEMETERY RD,EASTMAN,31023,4783746690,Rural: Fringe,No
-84.31955,33.847961,4062,644,MONTCLAIR ELEMENTARY SCHOOL,DEKALB COUNTY,DEKALB COUNTY,1680 CLAIRMONT PL NE,ATLANTA,30329,6788747302,Suburb: Large,No
-83.582092,32.879181,1010,684,CLIFTON RIDGE MIDDLE SCHOOL,JONES COUNTY,JONES COUNTY,169 DUSTY LN,MACON,31211,4787435182,Rural: Fringe,No
-84.963181,32.480129,3054,706,COLUMBUS HIGH SCHOOL,MUSCOGEE COUNTY,MUSCOGEE COUNTY,1700 CHEROKEE AVE,COLUMBUS,31906,7067482534,City: Midsize,No
-83.505234,33.966911,1910,629,CLEVELAND ROAD ELEMENTARY SCHOOL,CLARKE COUNTY,CLARKE COUNTY,1700 CLEVELAND RD,BOGART,30622,7707251664,Rural: Fringe,No
-84.109352,31.59227,1010,647,ALBANY MIDDLE SCHOOL,DOUGHERTY COUNTY,DOUGHERTY COUNTY,1700 CORDELL AVE,ALBANY,31705,2294313325,City: Small,No
-84.19075,31.580216,2056,647,MAGNOLIA ELEMENTARY SCHOOL,DOUGHERTY COUNTY,DOUGHERTY COUNTY,1700 SAMFORD AVE,ALBANY,31707,2294313376,City: Small,No
-85.029343,33.010094,4970,741,WHITESVILLE ROAD ELEMENTARY SCHOOL,TROUP COUNTY,TROUP COUNTY,1700 WHITESVILLE RD,LAGRANGE,30240,7068127968,Rural: Fringe,No
-81.998947,33.455605,3756,721,JOSEY HIGH SCHOOL,RICHMOND COUNTY,RICHMOND COUNTY,1701 15TH ST,AUGUSTA,30901,7067377360,City: Midsize,No
-85.161736,32.880176,1870,741,WEST POINT ELEMENTARY SCHOOL,TROUP COUNTY,TROUP COUNTY,1701 E 12TH ST,WEST POINT,31833,7068127973,Town: Distant,No
-84.19545,33.832192,8100,644,ELIZABETH ANDREWS HIGH SCHOOL,DEKALB COUNTY,DEKALB COUNTY,1701 MOUNTAIN INDUSTRIAL BLVD,STONE MOUNTAIN,30083,6786762602,Suburb: Large,No
-84.19545,33.832192,4070,644,DEKALB EARLY COLLEGE ACADEMY,DEKALB COUNTY,DEKALB COUNTY,1701 MOUNTAIN INDUSTRIAL BLVD,STONE MOUNTAIN,30083,6786760221,Suburb: Large,No
-83.920769,33.923943,2100,667,LOVIN ELEMENTARY SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,1705 NEW HOPE RD,LAWRENCEVILLE,30045,6785186940,Rural: Fringe,No
-83.936874,33.995659,1052,667,DYER ELEMENTARY SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,1707 HURRICANE SHOALS RD,DACULA,30019,7709636214,Rural: Fringe,No
-84.531189,32.293304,1970,696,L. K. MOSS ELEMENTARY SCHOOL,MARION COUNTY,MARION COUNTY,1707 PINEVILLE RD,BUENA VISTA,31803,2296495567,Rural: Distant,No
-83.808769,34.30405,1040,776,NEW HOLLAND CORE KNOWLEDGE ACADEMY,GAINESVILLE CITY,HALL COUNTY,170 BARN ST,GAINESVILLE,30501,7702871095,City: Small,Yes
-84.005837,34.002556,1970,667,CREEKLAND MIDDLE SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,170 RUSSELL RD,LAWRENCEVILLE,30043,7703384700,Suburb: Large,No
-81.007362,32.037121,4110,625,ISLANDS HIGH SCHOOL,CHATHAM COUNTY,CHATHAM COUNTY,170 WHITEMARSH ISLAND RD,SAVANNAH,31410,9123952000,Suburb: Midsize,No
-83.496078,34.557129,2052,668,HABERSHAM CENTRAL HIGH SCHOOL,HABERSHAM COUNTY,HABERSHAM COUNTY,171 RAIDER CIR,MOUNT AIRY,30563,7067787161,Rural: Fringe,No
-83.924538,34.044369,2950,667,FORT DANIEL ELEMENTARY SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,1725 AUBURN RD,DACULA,30019,7709327400,Suburb: Large,No
-84.443191,33.991268,2750,633,DODGEN MIDDLE SCHOOL,COBB COUNTY,COBB COUNTY,1725 BILL MURDOCK RD,MARIETTA,30062,7705782726,Suburb: Large,No
-84.445458,33.578361,2760,631,OLIVER ELEMENTARY SCHOOL,CLAYTON COUNTY,CLAYTON COUNTY,1725 CHERYL LEIGH DR,RIVERDALE,30296,7709944010,Suburb: Large,No
-83.964531,33.903305,1110,667,STARLING ELEMENTARY SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,1725 GRAYSON HWY,GRAYSON,30017,6783446100,Suburb: Large,No
-84.301628,32.901733,1050,745,UPSON-LEE SOUTH ELEMENTARY,THOMASTON-UPSON COUNTY,UPSON COUNTY,172 KNIGHT TRL,THOMASTON,30286,7066477516,Rural: Fringe,No
-84.74749,33.221142,1000,699,UNITY ELEMENTARY SCHOOL,MERIWETHER COUNTY,MERIWETHER COUNTY,172 N MAIN ST,LUTHERSVILLE,30251,7709276488,Rural: Distant,No
-83.674751,32.809502,3860,611,SOUTHWEST HIGH SCHOOL,BIBB COUNTY,BIBB COUNTY,1730 CANTERBURY RD,MACON,31206,4787794459,City: Small,No
-84.888878,33.389561,5056,638,WESTERN ELEMENTARY SCHOOL,COWETA COUNTY,COWETA COUNTY,1730 WELCOME RD,NEWNAN,30263,7702542790,Rural: Fringe,No
-84.793823,34.755028,1950,705,COKER ELEMENTARY SCHOOL,MURRAY COUNTY,MURRAY COUNTY,1733 LEONARD BRIDGE RD,CHATSWORTH,30705,7066950888,Town: Fringe,No
-85.081314,31.884914,1990,718,QUITMAN COUNTY ELEMENTARY,QUITMAN COUNTY,QUITMAN COUNTY,173 KAIGLER RD,GEORGETOWN,39854,2293344298,Town: Remote,No
-85.081314,31.884914,1100,718,QUITMAN COUNTY HIGH SCHOOL,QUITMAN COUNTY,QUITMAN COUNTY,173 KAIGLER RD,GEORGETOWN,39854,2293344298,Town: Remote,No
-81.997383,33.473881,6075,721,EVENING SCHOOL,RICHMOND COUNTY,RICHMOND COUNTY,1740 WALTON WAY,AUGUSTA,30904,7067964965,City: Midsize,No
-81.997383,33.473881,6073,721,ALTERNATIVE EDUCATION,RICHMOND COUNTY,RICHMOND COUNTY,1740 WALTON WAY,AUGUSTA,30904,7067964965,City: Midsize,No
-81.997383,33.473881,6076,721,LEARNING OPTIONS PLC,RICHMOND COUNTY,RICHMOND COUNTY,1740 WALTON WAY,AUGUSTA,30904,7067964965,City: Midsize,No
-83.812889,34.33313,3056,669,RIVERBEND ELEMENTARY SCHOOL,HALL COUNTY,HALL COUNTY,1742 CLEVELAND HWY,GAINESVILLE,30501,7705344141,Suburb: Small,No
-83.903542,32.574829,2100,711,HUNT ELEMENTARY SCHOOL,PEACH COUNTY,PEACH COUNTY,1750 HIGHWAY 341 NORTH,FORT VALLEY,31030,4788255296,Rural: Fringe,No
-83.673439,32.806156,1080,611,BALLARD HUDSON MIDDLE SCHOOL,BIBB COUNTY,BIBB COUNTY,1751 WILLIAMSON RD,MACON,31206,4787793390,City: Small,No
-84.47171,33.80336,3566,761,SCOTT ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,FULTON COUNTY,1752 HOLLYWOOD RD NW,ATLANTA,30318,4048027000,City: Large,No
-84.121712,33.948883,1013,667,FERGUSON ELEMENTARY SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,1755 CENTERVIEW DR,DULUTH,30096,6782455450,Suburb: Large,No
-84.306007,33.763809,1050,773,OAKHURST ELEMENTARY SCHOOL,DECATUR CITY,DEKALB COUNTY,175 MEAD RD,DECATUR,30030,4043704470,Suburb: Large,Yes
-84.266769,33.524704,4030,675,RED OAK ELEMENTARY SCHOOL,HENRY COUNTY,HENRY COUNTY,175 MONARCH VILLAGE WAY,STOCKBRIDGE,30281,7703891464,Rural: Fringe,No
-85.067993,33.540604,5050,622,CENTRAL ELEMENTARY SCHOOL,CARROLL COUNTY,CARROLL COUNTY,175 PRIMARY SCHOOL RD,CARROLLTON,30116,7708326466,Town: Distant,No
-82.490814,33.796974,1760,690,LINCOLN COUNTY ELEMENTARY SCHOOL,LINCOLN COUNTY,LINCOLN COUNTY,175 ROWLAND YORK DR,LINCOLNTON,30817,7063593449,Rural: Distant,No
-84.710831,33.048618,3000,699,GREENVILLE HIGH SCHOOL,MERIWETHER COUNTY,MERIWETHER COUNTY,17656 ROOSEVELT HWY,GREENVILLE,30222,7066724930,Rural: Distant,No
-83.153709,32.179726,8980,891,EASTMAN YOUTH DEVELOPMENT CAMPUS,DEPARTMENT OF JUVENILE JUSTICE,DODGE COUNTY,176 FREAMAN GRAHAM BLVD,EASTMAN,31023,4783746910,Rural: Fringe,No
-82.923027,34.35207,1910,673,HART COUNTY MIDDLE SCHOOL,HART COUNTY,HART COUNTY,176 POWELL RD,HARTWELL,30643,7063765431,Town: Distant,No
-84.157044,33.741772,2050,644,REDAN MIDDLE SCHOOL,DEKALB COUNTY,DEKALB COUNTY,1775 YOUNG RD,LITHONIA,30058,6788747902,Suburb: Large,No
-83.96344,33.901943,1210,667,COUCH MIDDLE SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,1777 GRAYSON HWY,GRAYSON,30017,6784077272,Suburb: Large,No
-82.099869,33.370941,1050,721,DEER CHASE ELEMENTARY SCHOOL,RICHMOND COUNTY,RICHMOND COUNTY,1780 DEER CHASE LN,HEPHZIBAH,30815,7067726240,City: Midsize,No
-81.521744,31.23127,1780,663,GLYNDALE ELEMENTARY SCHOOL,GLYNN COUNTY,GLYNN COUNTY,1785 OLD JESUP RD,BRUNSWICK,31525,9122648740,Suburb: Small,No
-84.356979,33.52565,1058,631,LEE STREET ELEMENTARY SCHOOL,CLAYTON COUNTY,CLAYTON COUNTY,178 LEE ST,JONESBORO,30236,7704732815,Suburb: Large,No
-84.315987,33.793678,2055,644,DRUID HILLS HIGH SCHOOL,DEKALB COUNTY,DEKALB COUNTY,1798 HAYGOOD DR NE,ATLANTA,30307,6788746302,Suburb: Large,No
-82.968254,32.404194,1010,687,SOUTHWEST LAURENS ELEMENTARY,LAURENS COUNTY,LAURENS COUNTY,1799 GA HIGHWAY 117,RENTZ,31075,4789844276,Rural: Distant,No
-81.082802,32.023811,5060,625,JENKINS HIGH SCHOOL,CHATHAM COUNTY,CHATHAM COUNTY,1800 E DERENNE AVE,SAVANNAH,31406,9123956300,City: Midsize,No
-84.103012,31.56797,3052,647,DOUGHERTY INTERNATIONAL EDUCATION MIDDLE SCHOOL,DOUGHERTY COUNTY,DOUGHERTY COUNTY,1800 MASSEY DR,ALBANY,31705,2294313328,City: Small,Yes
-83.763039,31.171585,1554,635,COLQUITT COUNTY HIGH SCHOOL,COLQUITT COUNTY,COLQUITT COUNTY,1800 PARK AVE SE,MOULTRIE,31768,2298906141,Town: Distant,No
-83.763039,31.171585,1120,635,COLQUITT COUNTY ACHIECVEMENT CENTER,COLQUITT COUNTY,COLQUITT COUNTY,1800 PARK AVE SE,MOULTRIE,31768,2298906197,Town: Distant,No
-84.108421,31.566305,2052,647,DOUGHERTY COMPREHENSIVE HIGH SCHOOL,DOUGHERTY COUNTY,DOUGHERTY COUNTY,1800 PEARCE AVE,ALBANY,31705,2294313310,City: Small,Yes
-84.108421,31.566305,6001,647,ALBANY EARLY COLLEGE,DOUGHERTY COUNTY,DOUGHERTY COUNTY,1800 PEARCE AVE,ALBANY,31705,2294201087,City: Small,No
-84.893303,32.477711,5069,706,WESLEY HEIGHTS ELEMENTARY SCHOOL,MUSCOGEE COUNTY,MUSCOGEE COUNTY,1801 AMBER DR,COLUMBUS,31907,7065693733,City: Midsize,No
-84.06572,33.854149,1800,667,HEAD ELEMENTARY SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,1801 HEWATT RD SW,LILBURN,30047,7709728050,Suburb: Large,No
-83.563355,30.813042,1100,614,BROOKS COUNTY HIGH SCHOOL,BROOKS COUNTY,BROOKS COUNTY,1801 MOULTRIE HIGHWAY,QUITMAN,31632,2292638923,Rural: Fringe,No
-84.421227,34.444122,1890,712,PICKENS COUNTY MIDDLE SCHOOL,PICKENS COUNTY,PICKENS COUNTY,1802 REFUGE RD,JASPER,30143,7062531830,Town: Distant,No
-84.324142,33.705181,3070,644,MCNAIR HIGH SCHOOL,DEKALB COUNTY,DEKALB COUNTY,1804 BOULDERCREST RD SE,ATLANTA,30316,6788744902,Suburb: Large,No
-83.852997,33.779476,1020,747,YOUTH MIDDLE SCHOOL,WALTON COUNTY,WALTON COUNTY,1804 HIGHWAY 81,LOGANVILLE,30052,7704666849,Rural: Fringe,No
-81.126167,32.086041,1052,625,BARTOW ELEMENTARY SCHOOL,CHATHAM COUNTY,CHATHAM COUNTY,1804 STRATFORD ST,SAVANNAH,31415,9123955300,City: Midsize,No
-84.327477,33.746159,5120,7820512,IVY PREPARATORY YOUNG MEN'S LEADERSHIP ACADEMY SCH,STATE CHARTER SCHOOLS- IVY PREPARATORY YOUNG MEN'S LEADERSH,DEKALB COUNTY,1807 MEMORIAL DR SE,ATLANTA,30317,6784514094,Suburb: Large,Yes
-84.327477,33.746159,6120,7820612,IVY PREP ACADEMY AT KIRKWOOD FOR GIRLS SCHOOL,STATE CHARTER SCHOOLS- IVY PREP ACADEMY AT KIRKWOOD FOR GIR,DEKALB COUNTY,1807 MEMORIAL DR SE,ATLANTA,30317,6784514094,Suburb: Large,Yes
-84.235283,33.222889,1990,726,FUTRAL ROAD ELEMENTARY SCHOOL,SPALDING COUNTY,SPALDING COUNTY,180 FUTRAL RD,GRIFFIN,30224,7702293735,Rural: Fringe,Yes
-83.507576,34.329548,1070,606,BANKS COUNTY ELEMENTARY SCHOOL,BANKS COUNTY,BANKS COUNTY,180 HIGHWAY 51 S,HOMER,30547,7066772308,Rural: Distant,No
-84.905533,32.4436,5056,706,DAWSON ELEMENTARY SCHOOL,MUSCOGEE COUNTY,MUSCOGEE COUNTY,180 NORTHSTAR DR,COLUMBUS,31907,7066838732,City: Midsize,No
-83.786903,31.155689,2056,635,WRIGHT ELEMENTARY SCHOOL,COLQUITT COUNTY,COLQUITT COUNTY,1812 2ND ST SE,MOULTRIE,31768,2298906186,Town: Distant,No
-83.501389,31.471491,3050,737,NORTHSIDE PRIMARY SCHOOL,TIFT COUNTY,TIFT COUNTY,1815 CHESTNUT AVE,TIFTON,31794,2293872425,Town: Remote,No
-85.048798,34.782928,2054,755,WESTSIDE ELEMENTARY SCHOOL,WHITFIELD COUNTY,WHITFIELD COUNTY,1815 UTILITY RD,ROCKY FACE,30740,7066736531,Rural: Fringe,No
-83.964088,30.855122,1000,736,BISHOP HALL CHARTER SCHOOL,THOMAS COUNTY,THOMAS COUNTY,1819 E CLAY ST,THOMASVILLE,31792,2292271397,Town: Distant,Yes
-84.935669,34.740288,1050,755,ANTIOCH ELEMENTARY SCHOOL,WHITFIELD COUNTY,WHITFIELD COUNTY,1819 RIVERBEND RD,DALTON,30721,7062787550,Suburb: Small,No
-83.160873,32.179264,2198,891,EASTMAN REGIONAL YOUTH DETENTION CENTER,DEPARTMENT OF JUVENILE JUSTICE,DODGE COUNTY,181 INDUSTRIAL BLVD,EASTMAN,31023,9123746766,Rural: Fringe,No
-84.351044,33.703854,5067,761,THOMASVILLE HEIGHTS ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,FULTON COUNTY,1820 HENRY THOMAS DR SE,ATLANTA,30315,4048025750,City: Large,No
-84.328911,33.72448,1180,761,THE BEST ACADEMY AT BENJAMIN S. CARSON HIGH SCHOOL,ATLANTA PUBLIC SCHOOLS,DEKALB COUNTY,1820 MARY DELL DR SE,ATLANTA,30316,4048024944,City: Large,No
-82.013527,33.410591,5054,721,HAINS ELEMENTARY SCHOOL,RICHMOND COUNTY,RICHMOND COUNTY,1820 WINDSOR SPRING RD,AUGUSTA,30906,7067964918,City: Midsize,No
-84.050377,33.622169,1890,722,SIMS ELEMENTARY SCHOOL,ROCKDALE COUNTY,ROCKDALE COUNTY,1821 WALKER RD SW,CONYERS,30094,7709220666,Suburb: Large,No
-84.964844,32.457497,4056,706,DAVIS ELEMENTARY SCHOOL,MUSCOGEE COUNTY,MUSCOGEE COUNTY,1822 SHEPHERD DR,COLUMBUS,31906,7067482638,City: Midsize,No
-84.964394,32.457485,1800,706,MARSHALL MIDDLE SCHOOL,MUSCOGEE COUNTY,MUSCOGEE COUNTY,1830 SHEPHERD DR,COLUMBUS,31906,7067482900,City: Midsize,No
-84.7715,33.941151,1990,710,C. A. ROBERTS ELEMENTARY SCHOOL,PAULDING COUNTY,PAULDING COUNTY,1833 MOUNT TABOR CHURCH RD,DALLAS,30157,7704438060,Rural: Fringe,No
-85.057983,34.2588,1020,657,JOHNSON ELEMENTARY,FLOYD COUNTY,FLOYD COUNTY,1839 MORRISON CAMP GROUND RD,ROME,30161,7062361830,Rural: Fringe,No
-84.516891,33.34351,2980,656,RISING STARR MIDDLE SCHOOL,FAYETTE COUNTY,FAYETTE COUNTY,183 PANTHER PATH,FAYETTEVILLE,30215,7704862721,Rural: Fringe,No
-84.576355,32.98468,1020,699,GEORGE E. WASHINGTON ELEMENTARY SCHOOL,MERIWETHER COUNTY,MERIWETHER COUNTY,18425 MAIN ST,WOODBURY,30293,7065533951,Rural: Distant,No
-84.20372,31.03573,3050,665,SHIVER ELEMENTARY SCHOOL,GRADY COUNTY,MITCHELL COUNTY,1847 GA HIGHWAY 93 N,PELHAM,31779,2293772325,Rural: Distant,No
